87576;-58.54229;-34.81856;20;Ezeiza
87585;-58.48397;-34.59022;25;OCBA
87553;-58.58449;-34.45502;5;SanFernando
87571;-58.61258;-34.60304;12;ElPalomar
87572;-58.78660;-34.55785;32;MarianoMoreno
87573;-58.73333;-34.68333;36;Merlo
87569;-58.53085;-34.55546;26;SanMiguelObs
87593;-57.89608;-34.96614;19;LaPlata
87582;-58.41982;-34.55891;6;Aeroparque
87574;-58.63822;-34.67111;24;Moron
87568;-58.61666;-34.48333;5;DonTorcuato



